id,doi,openalex_url,title,publication_date,publication_year,volume,issue,type,source,source_orginization,source_type,citation_count,reference_count,keywords
W4205939747,https://doi.org/10.1007/s10462-021-10118-9,https://openalex.org/W4205939747,The intelligent critic framework for advanced optimal control,2022-01-01,2022,55,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,143,98,"Optimization, Intelligent Control, Optimal Control, Adaptive Dynamic Programming, Emphasis (telecommunications)"
W4206515154,https://doi.org/10.1007/s10462-021-10105-0,https://openalex.org/W4206515154,Information-utilization strengthened equilibrium optimizer,2022-01-09,2022,55,5,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,46,"Benchmark (surveying), Optimization, Global Optimization, Optimization Applications, Information sharing, Differential evolution"
W4206094475,https://doi.org/10.1007/s10462-021-10104-1,https://openalex.org/W4206094475,A comprehensive review of the video-to-text problem,2022-01-16,2022,55,5,review,Artificial Intelligence Review,Springer Science+Business Media,journal,10,168,"Closed captioning, Visual Question Answering, Video Summarization, Image Captioning, Language Understanding"
W4226459955,https://doi.org/10.1007/s10462-021-10115-y,https://openalex.org/W4226459955,Fuzzy covering-based rough set on two different universes and its application,2022-01-17,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,21,82,"Fuzzy Sets, Fuzzy Rough Sets, Intuitionistic Fuzzy Sets, Defuzzification, Fuzzy mathematics"
W4210410512,https://doi.org/10.1007/s10462-021-10127-8,https://openalex.org/W4210410512,A complete framework for accurate recognition and prognosis of COVID-19 patients based on deep transfer learning and feature classification approach,2022-01-29,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,27,98,"Overfitting, Transfer of learning, Feature (linguistics), Pandemic, Chest X-Ray"
W3200113267,https://doi.org/10.1007/s10462-021-10125-w,https://openalex.org/W3200113267,Adversarial example detection for DNN models: a review and experimental comparison,2022-01-06,2022,55,6,review,Artificial Intelligence Review,Springer Science+Business Media,journal,84,179,"Evasion (ethics), Adversarial Examples, Detection, Outlier Detection, Dynamic Analysis, Security Analysis"
W4205440051,https://doi.org/10.1007/s10462-021-10122-z,https://openalex.org/W4205440051,Decision support modeling for multiple criteria assessments using a likelihood-based consensus ranking method under Pythagorean fuzzy uncertainty,2022-01-20,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,10,60,"Group Decision Making, Operator (biology), Intuitionistic Fuzzy Sets, Decision Analysis, Three-Way Decisions, Probabilistic Rough Sets"
W4210631880,https://doi.org/10.1007/s10462-021-10109-w,https://openalex.org/W4210631880,AI-aided general clinical diagnoses verified by third-parties with dynamic uncertain causality graph extended to also include classification,2022-01-29,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,5,29,"Interpretability, Complaint, Causality (physics), Imbalanced Data, Medical Image Analysis, General knowledge"
W4206740177,https://doi.org/10.1007/s10462-021-10114-z,https://openalex.org/W4206740177,A novel improved whale optimization algorithm to solve numerical optimization and real-world applications,2022-01-16,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,59,65,"Local optimum, Multi-Objective Optimization, Optimization Applications, Global Optimization, Particle Swarm Optimization, Nature-Inspired Algorithms, Premature convergence"
W4206983514,https://doi.org/10.1007/s10462-021-10106-z,https://openalex.org/W4206983514,Using artificial intelligence technology to fight COVID-19: a review,2022-01-03,2022,55,6,review,Artificial Intelligence Review,Springer Science+Business Media,journal,35,143,"Coronavirus, Identification (biology), 2019-20 coronavirus outbreak, Artificial Intelligences"
W4205812147,https://doi.org/10.1007/s10462-021-10111-2,https://openalex.org/W4205812147,Estimation of most effected cycles and busiest network route based on complexity function of graph in fuzzy environment,2022-01-10,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,22,31,Computational Complexity
W4206588195,https://doi.org/10.1007/s10462-021-10113-0,https://openalex.org/W4206588195,A survey paper on design and implementation of multipliers for digital system applications,2022-01-20,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,16,102,"Statistical Timing Analysis, Carry (investment)"
W3132799678,https://doi.org/10.1007/s10462-021-10121-0,https://openalex.org/W3132799678,"A comprehensive review of computer-aided whole-slide image analysis: from datasets to feature extraction, segmentation, classification and detection approaches",2022-01-31,2022,55,6,review,Artificial Intelligence Review,Springer Science+Business Media,journal,139,230,"Whole Slide Imaging, Medical Image Analysis, Computer-Aided Detection, Bioimage Analysis, Histopathology Images"
W4210780574,https://doi.org/10.1007/s10462-021-10123-y,https://openalex.org/W4210780574,Visual privacy attacks and defenses in deep learning: a survey,2022-01-31,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,28,159,"Deep Learning, Differential Privacy, Data Hiding, Visual learning"
W4205632368,https://doi.org/10.1007/s10462-021-10126-9,https://openalex.org/W4205632368,Advantage matrix: two novel multi-attribute decision-making methods and their applications,2022-01-17,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,8,43,"Robustness (evolution), Operator (biology), Matrix (chemical analysis), Decision Analysis, Analytic Hierarchy Process, GIS-based Decision Analysis, Feature Selection, Three-Way Decisions, Degree (music), Disadvantage"
W4210542188,https://doi.org/10.1007/s10462-021-10124-x,https://openalex.org/W4210542188,Multi-criteria decision-making for coronavirus disease 2019 applications: a theoretical analysis review,2022-01-27,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,60,98,"Group Decision Making, Pandemic"
W4206780588,https://doi.org/10.1007/s10462-021-10116-x,https://openalex.org/W4206780588,Human activity recognition in artificial intelligence framework: a narrative review,2022-01-18,2022,55,6,review,Artificial Intelligence Review,Springer Science+Business Media,journal,199,183,"Activity Recognition, Ambient Intelligence"
W4210909794,https://doi.org/10.1007/s10462-021-10108-x,https://openalex.org/W4210909794,A survey of inverse reinforcement learning,2022-02-08,2022,55,6,article,Artificial Intelligence Review,Springer Science+Business Media,journal,43,141,"Reinforcement Learning, Robot Learning"
W4210827551,https://doi.org/10.1007/s10462-022-10144-1,https://openalex.org/W4210827551,"A survey on sentiment analysis methods, applications, and challenges",2022-02-07,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,514,205,"Sentiment Analysis, Aspect-based Sentiment Analysis, Emotion Recognition, Topic Modeling"
W3180604690,https://doi.org/10.1007/s10462-022-10152-1,https://openalex.org/W3180604690,Modality specific U-Net variants for biomedical image segmentation: a survey,2022-03-01,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,117,238,"Modality (human–computer interaction), Modalities, Image Segmentation"
W4212976523,https://doi.org/10.1007/s10462-022-10140-5,https://openalex.org/W4212976523,Employing a genetic algorithm and grey wolf optimizer for optimizing RF models to evaluate soil liquefaction potential,2022-02-19,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,83,106,"Standard penetration test, Soil Liquefaction Potential, Cone penetration test, Slope Stability Analysis, Reliability Analysis, Soil liquefaction"
W4205250680,https://doi.org/10.1007/s10462-021-10120-1,https://openalex.org/W4205250680,Resources and components for gujarati NLP systems: a survey,2022-01-16,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,23,"Gujarati, Component (thermodynamics), Neural Machine Translation, Named-entity recognition"
W4206722902,https://doi.org/10.1007/s10462-021-10131-y,https://openalex.org/W4206722902,Solutions to the routing problem: towards trustworthy autonomous vehicles,2022-01-08,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,90,"Traffic Assignment, Traffic Flow, Cooperative Adaptive Cruise Control, Trustworthiness, Urban Traffic, Intelligent Transportation Systems, Autonomous system (mathematics), Vehicle routing problem"
W4206075111,https://doi.org/10.1007/s10462-021-10133-w,https://openalex.org/W4206075111,Three-way decision model under a large-scale group decision-making environment with detecting and managing non-cooperative behaviors in consensus reaching process,2022-01-06,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,36,67,"Three-Way Decisions, Group Decision Making, MCDM Methods, Environmental Decision Making, Decision Analysis"
W4211060568,https://doi.org/10.1007/s10462-022-10142-3,https://openalex.org/W4211060568,When AI meets store layout design: a review,2022-02-10,2022,55,7,review,Artificial Intelligence Review,Springer Science+Business Media,journal,12,91,"Retail Management Strategies, Feature Learning, Retail Environment, Page layout"
W4205655330,https://doi.org/10.1007/s10462-021-10119-8,https://openalex.org/W4205655330,Group decision-making with Fermatean fuzzy soft expert knowledge,2022-01-09,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,49,47,"Group Decision Making, Fuzzy Sets, Intuitionistic Fuzzy Sets, Decision-making, Soft Set Theory, Soft computing"
W4206681343,https://doi.org/10.1007/s10462-021-10134-9,https://openalex.org/W4206681343,KnowMIS-ABSA: an overview and a reference model for applications of sentiment analysis and aspect-based sentiment analysis,2022-01-09,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,48,106,"Aspect-based Sentiment Analysis, Sentiment Analysis, Affect (linguistics), Confusion"
W4213347256,https://doi.org/10.1007/s10462-022-10139-y,https://openalex.org/W4213347256,When CCN meets MCGDM: optimal cache replacement policy achieved by PRSRV with Pythagorean fuzzy set pair analysis,2022-02-18,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,6,60,"Weight function, Group Decision Making, Operator (biology), Adaptability"
W4212811301,https://doi.org/10.1007/s10462-022-10146-z,https://openalex.org/W4212811301,Persistent-homology-based machine learning: a survey and a comparative study,2022-02-19,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,42,101,"Persistent Homology, Topological data analysis, Representation (politics), Statistical Topology, Feature learning, Topological Methods, Shape Analysis, Feature (linguistics), Feature vector, External Data Representation"
W4210763735,https://doi.org/10.1007/s10462-022-10143-2,https://openalex.org/W4210763735,"The role of artificial intelligence and machine learning in wireless networks security: principle, practice and challenges",2022-02-04,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,85,164,"Security Analysis, Open research"
W4205334324,https://doi.org/10.1007/s10462-021-10128-7,https://openalex.org/W4205334324,A hybrid approach combining AHP with TODIM for blockchain technology provider selection under the Pythagorean fuzzy scenario,2022-01-07,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,25,57,Blockchain
W4206417793,https://doi.org/10.1007/s10462-021-10130-z,https://openalex.org/W4206417793,Brain-inspired models for visual object recognition: an overview,2022-01-10,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,20,180,"Visual Attention, Object Recognition, Face Perception, Eye Movements, Top-Down Attention"
W4214667230,https://doi.org/10.1007/s10462-022-10154-z,https://openalex.org/W4214667230,Optimal hybrid participation of customers in a smart micro-grid based on day-ahead electrical market,2022-03-01,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,35,39,"Smart Grid Applications, Microgrid Control, Demand response, Grid Synchronization, Smart Grids, Environmental pollution, Consumption (sociology)"
W4206195463,https://doi.org/10.1007/s10462-021-10117-w,https://openalex.org/W4206195463,Attribute reduction in an incomplete categorical decision information system based on fuzzy rough sets,2022-01-18,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,10,40,"Categorical variable, Intuitionistic Fuzzy Sets, GIS-based Decision Analysis, Decision Analysis, Feature Selection, Fuzzy Sets"
W3038105864,https://doi.org/10.1007/s10462-022-10136-1,https://openalex.org/W3038105864,Approximate reasoning with aggregation functions satisfying GMP rules,2022-01-29,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,6,42,"Modus ponens, Fuzzy Rule-Based Systems, Neuro-Fuzzy Methods, Rule of inference, Fuzzy Logic Systems, Intuitionistic Fuzzy Sets, Interval Type-2 Fuzzy Logic, Similarity (geometry)"
W4287992808,https://doi.org/10.1007/s10462-022-10145-0,https://openalex.org/W4287992808,Putting ridesharing to the test: efficient and scalable solutions and the power of dynamic vehicle relocation,2022-02-15,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,5,85,"Relocation, Dynamic Ride-Sharing, Component (thermodynamics), Ridesharing, Carsharing Systems, Mobility as a Service, Public Transit Integration"
W4206016550,https://doi.org/10.1007/s10462-022-10138-z,https://openalex.org/W4206016550,Design possibilities and challenges of DNN models: a review on the perspective of end devices,2022-01-16,2022,55,7,review,Artificial Intelligence Review,Springer Science+Business Media,journal,28,120,"Edge Computing, Mobile Edge Computing"
W4206041150,https://doi.org/10.1007/s10462-022-10137-0,https://openalex.org/W4206041150,Improved grey wolf optimizer based on opposition and quasi learning approaches for optimization: case study autonomous vehicle including vision system,2022-01-11,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,66,57,"Settling time, Overshoot (microwave communication), Reinforcement Learning, Cooperative Adaptive Cruise Control"
W4205378885,https://doi.org/10.1007/s10462-021-10132-x,https://openalex.org/W4205378885,Data-driven effort estimation techniques of agile user stories: a systematic literature review,2022-01-10,2022,55,7,article,Artificial Intelligence Review,Springer Science+Business Media,journal,25,76,"Agile Software Development, User story, Software Defect Prediction, Software Process Improvement, Function point, Scrum"
W4220969749,https://doi.org/10.1007/s10462-022-10169-6,https://openalex.org/W4220969749,Uncertainty modeling in multi-objective vehicle routing problem under extreme environment,2022-03-25,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,13,40,"Vehicle Routing Problem, Fuzzy Goal Programming, Intuitionistic Fuzzy Sets, Fuzzy Sets, Intuitionistic Fuzzy, Constructive"
W4220813863,https://doi.org/10.1007/s10462-022-10156-x,https://openalex.org/W4220813863,Automatic recognition of woven fabric structural parameters: a review,2022-03-07,2022,55,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,11,133,"Textile, Fabric Defect Detection, Woven fabric, Fabric Testing, Texture Analysis, Textile Engineering, Surface Defect Detection, Strengths and weaknesses"
W4221122242,https://doi.org/10.1007/s10462-022-10141-4,https://openalex.org/W4221122242,AI on the edge: a comprehensive review,2022-03-21,2022,55,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,33,156,"Edge device, Edge Computing, Mobile Edge Computing, Implementation, Federated Learning, Fog Computing"
W4220864385,https://doi.org/10.1007/s10462-022-10162-z,https://openalex.org/W4220864385,A review of algorithms to computing irreducible testors applied to feature selection,2022-03-15,2022,55,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,3,44,"Heuristics, Feature Selection, Robust Learning, Feature (linguistics), Implementation, Data set"
W4225821329,https://doi.org/10.1007/s10462-022-10149-w,https://openalex.org/W4225821329,A formal proof and simple explanation of the QuickXplain algorithm,2022-04-07,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,35,"Formal proof, Nonmonotonic Reasoning, Proof complexity, Constraint Logic Programming"
W4220756552,https://doi.org/10.1007/s10462-022-10157-w,https://openalex.org/W4220756552,A new fusion of whale optimizer algorithm with Kapur’s entropy for multi-threshold image segmentation: analysis and validations,2022-03-21,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,27,88,"Underwater Imaging, Feature Extraction, Image Analysis, Low-Light Enhancement"
W4220922919,https://doi.org/10.1007/s10462-022-10165-w,https://openalex.org/W4220922919,3DDACNN: 3D dense attention convolutional neural network for point cloud based object recognition,2022-03-11,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,52,"Representation (politics), Point Clouds, 3D Reconstruction, 3D Mapping, Point Set Surfaces"
W4220912476,https://doi.org/10.1007/s10462-022-10161-0,https://openalex.org/W4220912476,"Modeling, reasoning, and application of fuzzy Petri net model: a survey",2022-03-11,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,19,165,"Representation (politics), Stochastic Petri Nets, Petri Nets"
W4290992098,https://doi.org/10.1007/s10462-022-10155-y,https://openalex.org/W4290992098,Artificial intelligence-enabled prediction model of student academic performance in online engineering education,2022-08-11,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,47,54,"Student Performance Prediction, Performance prediction, Data-driven Education, Online Learning, Educational Data Mining, Learning Analytics"
W3044723170,https://doi.org/10.1007/s10462-022-10147-y,https://openalex.org/W3044723170,Video super-resolution based on deep learning: a comprehensive survey,2022-04-01,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,133,156,"Leverage (statistics), Benchmark (surveying), Super-Resolution, Visual Servoing, Video Enhancement, Deep neural networks"
W4214944148,https://doi.org/10.1007/s10462-022-10160-1,https://openalex.org/W4214944148,Combining filtered dictionary representation based deep subspace filter learning with a discriminative classification criterion for facial expression recognition,2022-03-04,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,5,55,"Discriminative model, Dimensionality Reduction, Emotion Recognition, Feature Selection, Feature Extraction, Face Recognition, Representation (politics), Feature (linguistics), Expression (computer science), Feature learning"
W4220717373,https://doi.org/10.1007/s10462-022-10150-3,https://openalex.org/W4220717373,On the joint-effect of class imbalance and overlap: a critical review,2022-03-24,2022,55,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,57,129,"Imbalanced Data, Ensemble Learning"
W4281930622,https://doi.org/10.1007/s10462-022-10135-2,https://openalex.org/W4281930622,A review of deep learning-based recommender system in e-learning environments,2022-05-27,2022,55,8,review,Artificial Intelligence Review,Springer Science+Business Media,journal,34,69,"Context-Aware Recommender Systems, Educational Data Mining, Online Learning, Content-Based Recommendation, Trust-Aware Recommender Systems"
W4220698980,https://doi.org/10.1007/s10462-022-10166-9,https://openalex.org/W4220698980,Computational knowledge vision: paradigmatic knowledge based prescriptive learning and reasoning for perception and vision,2022-03-21,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,189,"Interpretable Models, Visual Explanations, Visual Recognition, Vision science, Model Interpretability, Representation Learning, Machine vision"
W4220891597,https://doi.org/10.1007/s10462-022-10163-y,https://openalex.org/W4220891597,Product typicality attribute mining method based on a topic clustering ensemble,2022-03-14,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,33,"Interpretability, Topic Modeling, Conceptual clustering, Feature Selection, Representation (politics), Ensemble learning"
W4220667522,https://doi.org/10.1007/s10462-022-10158-9,https://openalex.org/W4220667522,An intelligent management of power flow in the smart grid system using hybrid NPO-ATLA approach,2022-03-06,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,53,Load Forecasting
W4226424035,https://doi.org/10.1007/s10462-022-10151-2,https://openalex.org/W4226424035,An analysis of graph convolutional networks and recent datasets for visual question answering,2022-04-09,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,25,72,"Interpretability, Visual Question Answering, Signal Processing on Graphs, Graph Neural Networks, Knowledge Graph Embedding, Graph Convolutional Networks"
W4214551700,https://doi.org/10.1007/s10462-022-10153-0,https://openalex.org/W4214551700,EnvGAN: a GAN-based augmentation to improve environmental sound classification,2022-02-28,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,13,45,"Environmental Sound Recognition, Speech Enhancement, Audio Event Detection, Audio-Visual Speech Recognition, Audio Signal Classification, Benchmark (surveying), Margin (machine learning), Confusion"
W3147852756,https://doi.org/10.1007/s10462-022-10148-x,https://openalex.org/W3147852756,"Attention, please! A survey of neural attention models in deep learning",2022-03-03,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,128,647,"Interpretability, Top-Down Attention, Bottom-Up Attention, Visual Attention, Deep Learning, Neural Network Architectures"
W4226181943,https://doi.org/10.1007/s10462-022-10159-8,https://openalex.org/W4226181943,Optical flow for video super-resolution: a survey,2022-07-19,2022,55,8,article,Artificial Intelligence Review,Springer Science+Business Media,journal,11,111,"Super-Resolution, Optical Flow, Video post-processing"
W4224082478,https://doi.org/10.1007/s10462-022-10179-4,https://openalex.org/W4224082478,Segmentation of prostate ultrasound images: the state of the art and the future directions of segmentation algorithms,2022-04-13,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,12,107,"MRI Segmentation, Image Segmentation, 3D ultrasound"
W4226062099,https://doi.org/10.1007/s10462-022-10167-8,https://openalex.org/W4226062099,"Self-organizing migrating algorithm: review, improvements and comparison",2022-04-04,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,9,120,"Swarm intelligence, Self-Organizing Maps, Particle Swarm Optimization, Optimization Applications, Global Optimization, Nature-Inspired Algorithms"
W4288690437,https://doi.org/10.1007/s10462-022-10180-x,https://openalex.org/W4288690437,Correction to: An approach to MCGDM based on multi-granulation Pythagorean fuzzy rough set over two universes and its application to medical decision problem,2022-07-29,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,2,0,"Three-Way Decisions, Fuzzy Rough Sets, Information Granulation, Probabilistic Rough Sets, Granular Computing"
W4221032146,https://doi.org/10.1007/s10462-022-10164-x,https://openalex.org/W4221032146,Memory based hybrid crow search algorithm for solving numerical and constrained global optimization problems,2022-03-18,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,32,143,"Benchmark (surveying), Particle Swarm Optimization, Nature-Inspired Algorithms, Constraint Handling, Local optimum, Heuristics, Multi-Objective Optimization, Premature convergence"
W4224243673,https://doi.org/10.1007/s10462-022-10181-w,https://openalex.org/W4224243673,"Computational intelligence paradigms for UWB antennas: a comprehensive review of analysis, synthesis and optimization",2022-04-21,2022,56,1,review,Artificial Intelligence Review,Springer Science+Business Media,journal,11,111,"Ultra-Wideband, Open research"
W4220986642,https://doi.org/10.1007/s10462-022-10170-z,https://openalex.org/W4220986642,Risk assessment of coronary heart disease based on cloud-random forest,2022-03-24,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,64,54,Heart Disease Prediction
W4292372012,https://doi.org/10.1007/s10462-022-10171-y,https://openalex.org/W4292372012,University admission process: a prescriptive analytics approach,2022-08-19,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,13,49,"Student Performance Prediction, Predictive Analysis, Learning Analytics, Educational Data Mining, Component (thermodynamics), Predictive analytics, Decision-making"
W4224213141,https://doi.org/10.1007/s10462-022-10178-5,https://openalex.org/W4224213141,Valid prediction intervals for regression problems,2022-04-18,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,22,51,"Benchmark (surveying), Prediction interval, Model Selection, Point estimation, Data set"
W4220736817,https://doi.org/10.1007/s10462-022-10174-9,https://openalex.org/W4220736817,Visual language navigation: a survey and open challenges,2022-03-25,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,124,"Visual Question Answering, Component (thermodynamics), Language Modeling, Topic Modeling, Language Understanding, Neural Machine Translation, Economic shortage, Paragraph, Generative model"
W3135369575,https://doi.org/10.1007/s10462-021-10112-1,https://openalex.org/W3135369575,A survey on physarum polycephalum intelligent foraging behaviour and bio-inspired applications,2022-11-16,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,9,107,"Physarum, Physarum Polycephalum"
W4223453456,https://doi.org/10.1007/s10462-022-10182-9,https://openalex.org/W4223453456,An improved generalized normal distribution optimization and its applications in numerical problems and engineering design problems,2022-04-12,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,3,72,"Search-based software engineering, Global Optimization, Test suite, Optimization Applications, Constraint Handling, Engineering optimization, Parallel metaheuristic"
W4224248396,https://doi.org/10.1007/s10462-022-10189-2,https://openalex.org/W4224248396,A survey of intelligent transmission line inspection based on unmanned aerial vehicle,2022-04-22,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,71,119,Substation Inspection
W4223903624,https://doi.org/10.1007/s10462-022-10184-7,https://openalex.org/W4223903624,"Automatic detection of heart valve disorders using Teager–Kaiser energy operator, rational-dilation wavelet transform and convolutional neural networks with PCG signals",2022-04-15,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,13,62,"Phonocardiogram, Audio Event Detection, Signal Analysis, Environmental Sound Recognition, Diagnostic Aids, Dilation (metric space), Energy operator, Sobel operator"
W4226424013,https://doi.org/10.1007/s10462-022-10175-8,https://openalex.org/W4226424013,A probabilistic linguistic and dual trust network-based user collaborative filtering model,2022-04-08,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,7,61,"Collaborative Filtering, User Modeling, Trust-Aware Recommender Systems, Relational Data Modeling, Content-Based Recommendation, Social network (sociolinguistics)"
W4226083961,https://doi.org/10.1007/s10462-022-10176-7,https://openalex.org/W4226083961,Deep learning for video object segmentation: a review,2022-04-08,2022,56,1,review,Artificial Intelligence Review,Springer Science+Business Media,journal,45,143,"Video Object Segmentation, Market segmentation, Image Segmentation, Object Tracking, Object Recognition, Multiple Object Tracking"
W4220842692,https://doi.org/10.1007/s10462-022-10172-x,https://openalex.org/W4220842692,Additive consistency exploration of linguistic preference relations with self-confidence,2022-03-31,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,13,50,"Preference relation, Group Decision Making"
W4226322152,https://doi.org/10.1007/s10462-022-10177-6,https://openalex.org/W4226322152,A trilevel analysis of uncertainty measuresin partition-based granular computing,2022-04-09,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,13,86,Granular Computing
W4224035554,https://doi.org/10.1007/s10462-022-10183-8,https://openalex.org/W4224035554,State of the art: a review of sentiment analysis based on sequential transfer learning,2022-04-13,2022,56,1,review,Artificial Intelligence Review,Springer Science+Business Media,journal,99,109,"Transfer of learning, Leverage (statistics), Aspect-based Sentiment Analysis, Emotion Recognition, Sequence-to-Sequence Learning, Multi-label Learning, Sentiment Analysis"
W4283461979,https://doi.org/10.1007/s10462-022-10173-w,https://openalex.org/W4283461979,Fire Hawk Optimizer: a novel metaheuristic algorithm,2022-06-25,2022,56,1,article,Artificial Intelligence Review,Springer Science+Business Media,journal,191,77,"Firefly Algorithm, Parallel metaheuristic, Nature-Inspired Algorithms, Metaheuristics, Optimization Applications, Ant Colony Optimization, Optimization algorithm"
W4225277427,https://doi.org/10.1007/s10462-022-10194-5,https://openalex.org/W4225277427,Multi-order texture features for palmprint recognition,2022-05-02,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,17,32,"Discriminative model, Robustness (evolution), Texture (cosmology), Feature Learning, Facial Landmark Detection, Code (set theory)"
W4280508892,https://doi.org/10.1007/s10462-022-10200-w,https://openalex.org/W4280508892,Implementation of single-valued neutrosophic soft hypergraphs on human nervous system,2022-05-20,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,12,28,"Cartesian product, Soft set, Soft Set Theory, Lexicographical order, Intuitionistic Fuzzy Sets, Interval-Valued Fuzzy Sets, Statement (logic), Representation (politics)"
W4283069536,https://doi.org/10.1007/s10462-022-10212-6,https://openalex.org/W4283069536,Weakly supervised discriminate enhancement network for visual sentiment analysis,2022-06-18,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,8,45,"Sentiment analysis, Discriminative model, Benchmark (surveying), Emotion Recognition, Visual Attention, Wireless Sensor Networks, Salient Object Detection, Saliency Detection"
W4283157120,https://doi.org/10.1007/s10462-022-10208-2,https://openalex.org/W4283157120,"Multiple attributes group decision-making based on trigonometric operators, particle swarm optimization and complex intuitionistic fuzzy values",2022-06-20,2022,56,2,article,Artificial Intelligence Review,Springer Science+Business Media,journal,24,44,"Group Decision Making, Intuitionistic Fuzzy Sets, Multi-Objective Optimization, MCDM Methods, Intuitionistic Fuzzy"
W3191514888,https://doi.org/10.1007/s10462-022-10192-7,https://openalex.org/W3191514888,Applications of artificial neural networks in microorganism image analysis: a comprehensive review from conventional multilayer perceptron to popular convolutional neural network and potential visual transformer,2022-05-04,2022,56,2,review,Artificial Intelligence Review,Springer Science+Business Media,journal,111,190,"Bioimage Analysis, Image Processing"
W4281703385,https://doi.org/10.1007/s10462-022-10211-7,https://openalex.org/W4281703385,Image forgery techniques: a review,2022-06-06,2022,56,2,review,Artificial Intelligence Review,Springer Science+Business Media,journal,24,112,"Image Forgery Detection, Popularity, Digital Forensics, Image Authentication, Mistake, Camera Model Identification, Ethics of Courtroom Imagery"
